al,0.0109714294201564
ll,0.00662514750945258
ri,0.00688459245718869
ig,0.00300227472962643
gh,0.00228704563288106
ht,0.0013461211224823
th,0.0327949149084357
hi,0.00625094311657572
is,0.00960567621575665
el,0.00570242127723568
li,0.00659718833660954
ss,0.00372706251794208
sa,0.00216118339983946
ad,0.00317350398342846
da,0.00198613066940932
am,0.00289657765937827
ms,0.000823812156563795
an,0.0192121980080753
nd,0.0126224911858294
yo,0.0028562473337914
ou,0.00949218513545888
uv,5.75727346116968E-05
ve,0.00828751426611739
iv,0.00286635748833688
ed,0.0108152918697758
in,0.0245810209495086
ch,0.00485395872568009
ha,0.0102437372601713
ar,0.00993585548111275
rl,0.000714071024497438
lo,0.00363322190166088
ot,0.00457754710040676
tt,0.0016432309914251
te,0.0121405125454978
fo,0.00459782255579523
or,0.0124065566668372
fi,0.0030461528003538
ye,0.00192274919145877
ea,0.00765406712859534
rs,0.00387070024088454
ok,0.000763941659555398
um,0.00238597809063334
ir,0.00255514854932793
st,0.0105860119467836
ng,0.00974753087507928
wa,0.00354625619047061
nt,0.0112717929206529
to,0.0102836999437747
as,0.00848596740879552
sk,0.000422163289620763
if,0.00222092522215364
re,0.0190374761554303
em,0.00317054446546152
me,0.0076856291928764
mb,0.000890336973473032
be,0.00499162226639114
er,0.018662481332289
ny,0.00106448898104366
bo,0.00221835172826934
oo,0.00208248963327731
ks,0.000551113715323526
at,0.0162071659635728
il,0.00411832549885203
ld,0.00226200921380663
ei,0.00165802858125984
it,0.0113640710585043
he,0.025408601436403
we,0.00449374311027434
by,0.00143150597314364
ac,0.00431363530257147
ur,0.00484642206501892
pa,0.00328164587286672
en,0.0139649175063778
ts,0.00480151459673783
gr,0.00173981054048316
ra,0.00660200444659303
dp,4.78118399505183E-05
ly,0.00465980699420859
nj,0.000133564332595335
jo,0.000547474059687154
oy,0.000296650316463462
yi,0.000353910555389208
yt,0.000399498161339721
rt,0.00327657241349481
ti,0.0130811613244089
ic,0.00660683893867568
cu,0.00152190913687938
ul,0.00336699395932972
